ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
768,no,Female,38,Republican,do not know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,5,5,5,5,4,2,3,4,4,3
769,All of them.,Male,30,Other,To gauge judgement of morality and ethics in politics.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,6,6,6,6,4,1,3,2,2,2,2
770,None specific.,Female,26,Democrat,Judgement of someone lying about their political funding.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,6,6,5,7,3,2,2,1,1,3,2
772,Almost every politician...,Female,40,Democrat,if political lying makes a difference to voters.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,6,5,5,7,4,1,2,1,2,2,2
773,a lot of them,Female,27,Democrat,thoughts on politicians and lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,2,2,2,2,2,2
774,Trump,Female,24,Democrat,Opinions on politicians and trustworthiness,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,3,2,5,4,2,4,3,3,3,3,4,3
776,no,Female,31,Republican,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,5,6,6,4,6,2,2,5,4,5
778,no,Male,34,Other,It's to study how people view the honesty of politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,5,7,7,5,1,4,4,4,4,4
780,Donald Trump,Male,24,Democrat,Not sure.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,1,2,3,7,7,3,2,1,2,1,1,1,1
781,No one in particular,Male,29,Democrat,Seeing how we feel about a candidate ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,5,5,5,6,4,1,3,1,2,2,2
782,None that I can think of.,Female,20,Democrat,To see how people view politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,3,5,3,6,6,4,2,2,2,1,3,3,2
783,"no, it didnt",Female,24,Democrat,opinions,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,5,5,6,5,5,7,2,3,6,5,5,4,5
786,not at all,Female,25,Republican,examining poiticians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,6,1,1,1,2,1,4,4,4,5,5,6,5
787,All of the politicians. Many do this all the time.,Female,28,Democrat,How we view candidates and their trustworthiness.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,5,6,4,4,6,4,3,3,2,4,4,3
788,Donald Trump,Female,72,Democrat,Making a judgment about a political candidate ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,6,6,6,6,6,2,3,5,2,2,3,2
789,"Many different politicians. Trump lies all the time, but others are just better at it. In a round-up of fact checking of President Obama the Washington Post pointed out that Obama frequently was dishonest but phrased his statements so they could be defended by dissembling. In this sense, Obama was just a better liar than Trump.",Male,54,Republican,Measure tolerance for lying by Conservative politicians by Conservative voters.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,1,6,6,6,6,6,5,2,4,2,6,6,6
790,None,Female,27,Other,To see how the public views politicians and their responses/truth.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,1,2,2,2,2,6,5,3,5,4,5,4
791,no,Male,29,Democrat,To gauge how severe the politician's deception is.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,5,4,5,5,5,6,5,4,4,5
792,Most politicians lie in order to get some gain or they try to bend the truth,Male,26,Democrat,Perceptions on politicians and their trustworthiness ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,2,2,3,2,2,4,1,5,3,3,3,2
793,trump,Male,28,Democrat,lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,5,5,5,4,4,5,4,3,4,3,3,3,2
794,All politicians. If their mouth is moving then they're lying. ,Male,57,Other,To gauge my opinion on truthfulness in politics. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,5,5,6,4,2,6,2,2,2,2
795,He seems rather generic.,Male,46,Other,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,4,3,5,6,4,3,2,3,1,2,3,2
796,Trump is also a liar.,Male,24,Democrat,To read about a politician have him say a crazy statement and see if we trust him.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,3,3,3,3,2,2,2,2,1,1,1
797,All of them.,Male,49,Republican,Unsure. Good luck with your study.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,5,6,5,6,6,6,4,1,3,3,4,4,3
798,Donald Trump,Male,29,Other,I don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,5,2,5,4,2,3,1,1,2,2,1,1
799,yes,Female,28,Republican,"about a political candidate
",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,7,6,7,5,6,6,1,1,7,7,4,6,5
800,No,Female,27,Democrat,Have people judge the character of a politician they did not want to name. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,1,2,1,2,2,2
801,No.,Male,38,Democrat,To see what the statement coupled with the lie did to people's perceptions of the candidate. You likely have more than one scenario you want to compare. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,1,2,2,4,1,3,1,1,1,1,2,1
802,"Yes, too many to name.",Female,47,Democrat,How people view politicians and their values?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,3,5,5,5,5,5,3,2,7,2,2,2,2
803,Most of them.,Male,54,Other,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,1,7,6,6,6,6,2,1,2,1,1,2,1
805,Donald Trump,Male,43,Republican,evaluating a political candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,6,6,6,6,2,1,6,1,1,1,1
806,most of them,Male,24,Republican,To see how we view a candidate who lied to us.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,6,6,6,7,3,2,3,2,2,2,1
808,no,Female,27,Republican,politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,6,2,2,2,2,2,5,5,2,5,5,5,5
809,no,Female,28,Democrat,I'm not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,6,6,6,5,6,4,2,5,2,5,5,1
810,Republicans,Female,34,Democrat,"to determine the political affiliation associated with lying, this will be biased depending upon the political leaning of the subject",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,6,6,6,4,4,1,2,2,2,2,2
812,"Sure, all of them.  I'm not necessarily trying to give a generic answer here as all politicians take money from special interest groups and all politicians stretch or slant the truth at least to some degree to fit their own, or their side's narrative.",Male,44,Democrat,I really do hate to speculate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,3,3,3,3,3,4,4,2,4,4,4,4
813,"Yeah, I feel like a lot of conservative politicians operate this way.",Male,28,Democrat,Perceptions of lying in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,4,5,6,6,6,4,4,3,3,3,3,3,3
814,Most of them,Male,27,Other,I'm not really sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,6,6,5,6,5,3,2,4,2,2,2,2
815,Nobody came to mind. It did feel like most politicians though.,Male,62,Republican,Making judgments based on very little information?z,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,6,5,5,6,5,3,5,2,4,5,4
816,"All of them, honestly.",Male,25,Democrat,To see how harshly we judged the candidate based on a lie he told.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,6,5,5,4,7,5,1,3,2,3,3,4
817,Trump,Female,44,Democrat,Lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,7,7,7,7,7,1,2,1,1,1,1,1
819,I think most of the politicians are like Matthew Johnson,Male,21,Other,About Elections and all of the things that Electoral candidate say,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,4,4,5,4,2,3,3,4,4,3
820,Yes,Female,25,Other,I think the purpose of this study was to determine a person's judgement on how politicians are perceived based on their speeches and comments and how they align to their character/believes.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,1,7,7,7,7,7,3,1,3,2,2,2,1
821,No.,Male,34,Democrat,"To see how people feel about politicians who lie, especially those who they would otherwise agree with on issues and especially as it relates to where their campaign funds are generated from.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,5,6,5,5,6,5,3,4,3,5,5,3
822,No,Male,31,Republican, Dont know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,4,3,5,5,3,3,2,2,1,2,2,5
823,No,Female,45,Other,To find out how I feel about politicians who lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,7,7,7,7,7,1,1,1,1,1,1,1
824,no,Male,28,Republican,don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,5,5,6,5,6,4,3,3,3,3,2,3
825,I can't think of any.,Male,34,Democrat,measure responses to politicians who lie,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,3,4,4,4,4,4,5,4,2,2,3,3,3
826,Donald Trump,Male,22,Republican,To see how trustworthy people deem certain politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,7,6,5,7,4,4,4,2,3,3,2
827,yes,Male,26,Republican,to see how people identify with politicians. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,6,5,3,4,4,1,6,4,2,2,5,5,5
828,No,Female,35,Democrat,To know how people would feel if the person you vote for isn't telling the truth.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,4,5,4,4,5,5,4,4,4,4,4,5
829,No,Female,30,Democrat,How his lying about PAC contributions affected my opinion about him,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,6,5,5,6,5,3,5,4,5,5,5
